fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,R/W,quality
5.4,0.375,0.40,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,W,5
5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10.0,W,7
5.4,0.450,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,W,8
5.4,0.460,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,W,8
5.4,0.460,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,W,8
5.4,0.500,0.13,5.0,0.028,12,107,0.99079,3.48,0.88,13.5,W,7
5.4,0.530,0.16,2.7,0.036,34,128,0.98856,3.20,0.53,13.2,W,8
5.4,0.530,0.16,2.7,0.036,34,128,0.98856,3.20,0.53,13.2,W,8
5.4,0.590,0.07,7.0,0.045,36,147,0.99440,3.34,0.57,9.7,W,6
5.4,0.595,0.10,2.8,0.042,26,80,0.99320,3.36,0.38,9.3,W,5
5.5,0.120,0.33,1.0,0.038,23,131,0.99164,3.25,0.45,9.8,W,5
5.5,0.120,0.33,1.0,0.038,23,131,0.99164,3.25,0.45,9.8,W,5
5.5,0.140,0.27,4.6,0.029,22,104,0.99490,3.34,0.44,9.0,W,5
5.5,0.140,0.27,4.6,0.029,22,104,0.99490,3.34,0.44,9.0,W,5
5.5,0.150,0.32,14.0,0.031,16,99,0.99437,3.26,0.38,11.5,W,8
5.5,0.160,0.22,4.5,0.030,30,102,0.99380,3.24,0.36,9.4,W,6
5.5,0.160,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12.0,W,6
5.5,0.160,0.31,1.2,0.026,31,68,0.98980,3.33,0.44,11.6,W,6
5.5,0.160,0.31,1.2,0.026,31,68,0.98980,3.33,0.44,11.7,W,6
5.5,0.170,0.23,2.9,0.039,10,108,0.99243,3.28,0.50,10.0,W,5
5.5,0.170,0.23,2.9,0.039,10,108,0.99243,3.28,0.50,10.0,W,5
5.5,0.180,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,W,5
5.5,0.190,0.27,0.9,0.040,52,103,0.99026,3.50,0.39,11.2,W,5
5.5,0.210,0.25,1.2,0.040,18,75,0.99006,3.31,0.56,11.3,W,6
5.5,0.230,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,W,6
5.5,0.240,0.32,8.7,0.060,19,102,0.99400,3.27,0.31,10.4,W,5
5.5,0.240,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10.0,W,5
5.5,0.280,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,W,5
5.5,0.290,0.30,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,W,7
5.5,0.300,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5,W,6
5.5,0.310,0.29,3.0,0.027,16,102,0.99067,3.23,0.56,11.2,W,6
5.5,0.315,0.38,2.6,0.033,10,69,0.99090,3.12,0.59,10.8,W,6
5.5,0.320,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7,W,5
5.5,0.320,0.45,4.9,0.028,25,191,0.99220,3.51,0.49,11.5,W,7
5.5,0.335,0.30,2.5,0.071,27,128,0.99240,3.14,0.51,9.6,W,6
5.5,0.340,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13.0,W,8
5.5,0.350,0.35,1.1,0.045,14,167,0.99200,3.34,0.68,9.9,W,6
5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,W,6
5.5,0.420,0.09,1.6,0.019,18,68,0.99060,3.33,0.51,11.4,W,7
5.5,0.485,0.00,1.5,0.065,8,103,0.99400,3.63,0.40,9.7,W,4
5.5,0.620,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.6,W,6
5.6,0.120,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,W,5
5.6,0.120,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,W,8
5.6,0.120,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,W,8
5.6,0.130,0.27,4.8,0.028,22,104,0.99480,3.34,0.45,9.2,W,6
5.6,0.150,0.26,5.6,0.051,51,139,0.99336,3.47,0.50,11.0,W,6
5.6,0.150,0.31,5.3,0.038,8,79,0.99230,3.30,0.39,10.5,W,6
5.6,0.160,0.27,1.4,0.044,53,168,0.99180,3.28,0.37,10.1,W,6
5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,W,6
5.6,0.180,0.27,1.7,0.030,31,103,0.98892,3.35,0.37,12.9,W,6
5.6,0.180,0.29,2.3,0.040,5,47,0.99126,3.07,0.45,10.1,W,4
5.6,0.180,0.30,10.2,0.028,28,131,0.99540,3.49,0.42,10.8,W,7
5.6,0.180,0.31,1.5,0.038,16,84,0.99240,3.34,0.58,10.1,W,6
5.6,0.180,0.58,1.3,0.034,29,129,0.98984,3.51,0.60,12.0,W,7
5.6,0.180,0.58,1.3,0.034,29,129,0.98984,3.51,0.60,12.0,W,7
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,W,6
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,W,6
5.6,0.185,0.49,1.1,0.030,28,117,0.99180,3.55,0.45,10.3,W,6
5.6,0.190,0.26,1.4,0.030,12,76,0.99050,3.25,0.37,10.9,W,7
5.6,0.190,0.27,0.9,0.040,52,103,0.99026,3.50,0.39,11.2,W,5
5.6,0.190,0.31,2.7,0.027,11,100,0.98964,3.46,0.40,13.2,W,7
5.6,0.190,0.39,1.1,0.043,17,67,0.99180,3.23,0.53,10.3,W,6
5.6,0.190,0.46,1.1,0.032,33,115,0.99090,3.36,0.50,10.4,W,6
5.6,0.190,0.47,4.5,0.030,19,112,0.99220,3.56,0.45,11.2,W,6
5.6,0.200,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10.0,W,5
5.6,0.200,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10.0,W,6
5.6,0.200,0.66,10.2,0.043,78,175,0.99450,2.98,0.43,10.4,W,7
5.6,0.205,0.16,12.6,0.051,31,115,0.99564,3.40,0.38,10.8,W,6
5.6,0.210,0.24,4.4,0.027,37,150,0.99100,3.30,0.31,11.5,W,7
5.6,0.210,0.40,1.3,0.041,81,147,0.99010,3.22,0.95,11.6,W,8
5.6,0.220,0.32,1.2,0.024,29,97,0.98823,3.20,0.46,13.1,W,7
5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,W,6
5.6,0.230,0.25,8.0,0.043,31,101,0.99429,3.19,0.42,10.4,W,6
5.6,0.230,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,W,6
5.6,0.235,0.29,1.2,0.047,33,127,0.99100,3.34,0.50,11.0,W,7
5.6,0.240,0.34,2.0,0.041,14,73,0.98981,3.04,0.45,11.6,W,7
5.6,0.245,0.25,9.7,0.032,12,68,0.99400,3.31,0.34,10.5,W,5
5.6,0.245,0.32,1.1,0.047,24,152,0.99270,3.12,0.42,9.3,W,6
5.6,0.250,0.19,2.4,0.049,42,166,0.99200,3.25,0.43,10.4,W,6
5.6,0.250,0.26,3.6,0.037,18,115,0.99040,3.42,0.50,12.6,W,6
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,W,7
5.6,0.260,0.00,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,W,6
5.6,0.260,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,W,6
5.6,0.260,0.26,5.7,0.031,12,80,0.99230,3.25,0.38,10.8,W,5
5.6,0.260,0.27,10.6,0.030,27,119,0.99470,3.40,0.34,10.7,W,7
5.6,0.260,0.50,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,W,6
5.6,0.270,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,W,6
5.6,0.280,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,W,7
5.6,0.280,0.28,4.2,0.044,52,158,0.99200,3.35,0.44,10.7,W,7
5.6,0.280,0.40,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,W,7
5.6,0.290,0.05,0.8,0.038,11,30,0.99240,3.36,0.35,9.2,W,5
5.6,0.295,0.20,2.2,0.049,18,134,0.99378,3.21,0.68,10.0,W,5
5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6,W,6
5.6,0.300,0.10,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,W,5
5.6,0.320,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,W,6
5.6,0.320,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,W,6
5.6,0.320,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,W,6
5.6,0.330,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,W,6
5.6,0.340,0.10,1.3,0.031,20,68,0.99060,3.36,0.51,11.2,W,7
5.6,0.340,0.25,2.5,0.046,47,182,0.99093,3.21,0.40,11.3,W,5
5.6,0.340,0.30,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,W,6
5.6,0.350,0.14,5.0,0.046,48,198,0.99370,3.30,0.71,10.3,W,5
5.6,0.350,0.37,1.0,0.038,6,72,0.99020,3.37,0.34,11.4,W,5
5.6,0.350,0.40,6.3,0.022,23,174,0.99220,3.54,0.50,11.6,W,7
5.6,0.390,0.24,4.7,0.034,27,77,0.99060,3.28,0.36,12.7,W,5
5.6,0.410,0.22,7.1,0.050,44,154,0.99310,3.30,0.40,10.5,W,5
5.6,0.410,0.24,1.9,0.034,10,53,0.98815,3.32,0.50,13.5,W,7
5.6,0.420,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,W,7
5.6,0.460,0.24,4.8,0.042,24,72,0.99080,3.29,0.37,12.6,W,6
5.6,0.490,0.13,4.5,0.039,17,116,0.99070,3.42,0.90,13.7,W,7
5.6,0.490,0.13,4.5,0.039,17,116,0.99070,3.42,0.90,13.7,W,7
5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,W,5
5.7,0.100,0.27,1.3,0.047,21,100,0.99280,3.27,0.46,9.5,W,5
5.7,0.120,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,W,6
5.7,0.135,0.30,4.6,0.042,19,101,0.99460,3.31,0.42,9.3,W,6
5.7,0.140,0.30,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,W,5
5.7,0.150,0.28,3.7,0.045,57,151,0.99130,3.22,0.27,11.2,W,6
5.7,0.150,0.28,3.7,0.045,57,151,0.99130,3.22,0.27,11.2,W,6
5.7,0.150,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,W,8
5.7,0.160,0.26,6.3,0.043,28,113,0.99360,3.06,0.58,9.9,W,6
5.7,0.160,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11.0,W,5
5.7,0.180,0.22,4.2,0.042,25,111,0.99400,3.35,0.39,9.4,W,5
5.7,0.180,0.26,2.2,0.023,21,95,0.98930,3.07,0.54,12.3,W,6
5.7,0.180,0.36,1.2,0.046,9,71,0.99199,3.70,0.68,10.9,W,7
5.7,0.200,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,W,6
5.7,0.200,0.30,2.5,0.046,38,125,0.99276,3.34,0.50,9.9,W,6
5.7,0.210,0.24,2.3,0.047,60,189,0.99500,3.65,0.72,10.1,W,6
5.7,0.210,0.24,2.3,0.047,60,189,0.99500,3.65,0.72,10.1,W,6
5.7,0.210,0.25,1.1,0.035,26,81,0.99020,3.31,0.52,11.4,W,6
5.7,0.210,0.25,1.1,0.035,26,81,0.99020,3.31,0.52,11.4,W,6
5.7,0.210,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,W,6
5.7,0.210,0.32,1.6,0.030,33,122,0.99044,3.33,0.52,11.9,W,6
5.7,0.210,0.37,4.5,0.040,58,140,0.99332,3.29,0.62,10.6,W,6
5.7,0.220,0.20,16.0,0.044,41,113,0.99862,3.22,0.46,8.9,W,6
5.7,0.220,0.20,16.0,0.044,41,113,0.99862,3.22,0.46,8.9,W,6
5.7,0.220,0.20,16.0,0.044,41,113,0.99862,3.22,0.46,8.9,W,6
5.7,0.220,0.20,16.0,0.044,41,113,0.99862,3.22,0.46,8.9,W,6
5.7,0.220,0.20,16.0,0.044,41,113,0.99862,3.22,0.46,8.9,W,6
5.7,0.220,0.22,16.7,0.044,39,110,0.99855,3.24,0.48,9.0,W,6
5.7,0.220,0.22,16.7,0.044,39,110,0.99855,3.24,0.48,9.0,W,6
5.7,0.220,0.22,16.7,0.044,39,110,0.99855,3.24,0.48,9.0,W,6
5.7,0.220,0.22,16.7,0.044,39,110,0.99855,3.24,0.48,9.0,W,6
5.7,0.220,0.25,1.1,0.050,97,175,0.99099,3.44,0.62,11.1,W,6
5.7,0.220,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,W,7
5.7,0.220,0.29,3.5,0.040,27,146,0.98999,3.17,0.36,12.1,W,6
5.7,0.220,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,W,6
5.7,0.230,0.25,8.0,0.042,16,108,0.99486,3.44,0.61,10.3,W,6
5.7,0.230,0.28,9.7,0.025,26,121,0.99250,3.28,0.38,11.3,W,6
5.7,0.240,0.30,1.3,0.030,25,98,0.98968,3.37,0.43,12.4,W,7
5.7,0.240,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.7,W,5
5.7,0.240,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.8,W,5
5.7,0.245,0.33,1.1,0.049,28,150,0.99270,3.13,0.42,9.3,W,5
5.7,0.250,0.21,1.5,0.044,21,108,0.99142,3.30,0.59,11.0,W,6
5.7,0.250,0.22,9.8,0.049,50,125,0.99571,3.20,0.45,10.1,W,6
5.7,0.250,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,W,6
5.7,0.250,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,W,6
5.7,0.250,0.27,10.8,0.050,58,116,0.99592,3.10,0.50,9.8,W,6
5.7,0.250,0.27,11.5,0.040,24,120,0.99411,3.33,0.31,10.8,W,6
5.7,0.250,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,W,7
5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.20,0.42,9.4,W,5
5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.20,0.42,9.4,W,5
5.7,0.260,0.24,17.8,0.059,23,124,0.99773,3.30,0.50,10.1,W,5
5.7,0.260,0.24,17.8,0.059,23,124,0.99773,3.30,0.50,10.1,W,5
5.7,0.260,0.24,17.8,0.059,23,124,0.99773,3.30,0.50,10.1,W,5
5.7,0.260,0.25,10.4,0.020,7,57,0.99400,3.39,0.37,10.6,W,5
5.7,0.260,0.27,4.1,0.201,73.5,189.5,0.99420,3.27,0.38,9.4,W,6
5.7,0.260,0.27,4.1,0.201,73.5,189.5,0.99420,3.27,0.38,9.4,W,6
5.7,0.260,0.30,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,W,7
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,W,7
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,W,7
5.7,0.270,0.16,9.0,0.053,32,111,0.99474,3.36,0.37,10.4,W,6
5.7,0.270,0.16,9.0,0.053,32,111,0.99474,3.36,0.37,10.4,W,6
5.7,0.270,0.32,1.2,0.046,20,155,0.99340,3.80,0.41,10.2,W,6
5.7,0.280,0.24,17.5,0.044,60,167,0.99890,3.31,0.44,9.4,W,5
5.7,0.280,0.28,2.2,0.019,15,65,0.99020,3.06,0.52,11.2,W,6
5.7,0.280,0.30,3.9,0.026,36,105,0.98963,3.26,0.58,12.8,W,6
5.7,0.280,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,W,6
5.7,0.280,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,W,7
5.7,0.290,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,W,5
5.7,0.310,0.28,4.1,0.030,22,86,0.99062,3.31,0.38,11.7,W,7
5.7,0.310,0.29,7.3,0.050,33,143,0.99332,3.31,0.50,11.1,W,6
5.7,0.320,0.18,1.4,0.029,26,104,0.99060,3.44,0.37,11.0,W,6
5.7,0.320,0.38,4.8,0.033,23,94,0.99100,3.42,0.42,11.8,W,7
5.7,0.320,0.50,2.6,0.049,17,155,0.99270,3.22,0.64,10.0,W,6
5.7,0.330,0.15,1.9,0.050,20,93,0.99340,3.38,0.62,9.9,W,5
5.7,0.330,0.32,1.4,0.043,28,93,0.98970,3.31,0.50,12.3,W,6
5.7,0.335,0.34,1.0,0.040,13,174,0.99200,3.27,0.66,10.0,W,5
5.7,0.360,0.21,6.7,0.038,51,166,0.99410,3.29,0.63,10.0,W,6
5.7,0.360,0.34,4.2,0.026,21,77,0.99070,3.41,0.45,11.9,W,6
5.7,0.370,0.30,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,W,6
5.7,0.385,0.04,12.6,0.034,22,115,0.99640,3.28,0.63,9.9,W,6
5.7,0.390,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,W,7
5.7,0.400,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,W,6
5.7,0.400,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,W,6
5.7,0.410,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,W,6
5.7,0.430,0.30,5.7,0.039,24,98,0.99200,3.54,0.61,12.3,W,7
5.7,0.440,0.13,7.0,0.025,28,173,0.99130,3.33,0.48,12.5,W,6
5.7,0.450,0.42,1.1,0.051,61,197,0.99320,3.02,0.40,9.0,W,5
5.7,0.460,0.46,1.4,0.040,31,169,0.99320,3.13,0.47,8.8,W,5
5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,W,5
5.8,0.120,0.21,1.3,0.056,35,121,0.99080,3.32,0.33,11.4,W,6
5.8,0.130,0.22,12.7,0.058,24,183,0.99560,3.32,0.42,11.7,W,6
5.8,0.130,0.22,12.7,0.058,24,183,0.99560,3.32,0.42,11.7,W,6
5.8,0.130,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,W,6
5.8,0.140,0.15,6.1,0.042,27,123,0.99362,3.06,0.60,9.9,W,6
5.8,0.150,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,W,5
5.8,0.150,0.31,5.9,0.036,7,73,0.99152,3.20,0.43,11.9,W,6
5.8,0.150,0.32,1.2,0.037,14,119,0.99137,3.19,0.50,10.2,W,6
5.8,0.150,0.49,1.1,0.048,21,98,0.99290,3.19,0.48,9.2,W,5
5.8,0.170,0.30,1.4,0.037,55,130,0.99090,3.29,0.38,11.3,W,6
5.8,0.170,0.34,1.8,0.045,96,170,0.99035,3.38,0.90,11.8,W,8
5.8,0.170,0.34,1.8,0.045,96,170,0.99035,3.38,0.90,11.8,W,8
5.8,0.170,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,W,7
5.8,0.180,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,W,6
5.8,0.180,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12.0,W,6
5.8,0.180,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,W,7
5.8,0.190,0.24,1.3,0.044,38,128,0.99362,3.77,0.60,10.6,W,5
5.8,0.190,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,W,6
5.8,0.190,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,W,7
5.8,0.190,0.49,4.9,0.040,44,118,0.99350,3.34,0.38,9.5,W,7
5.8,0.200,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,W,6
5.8,0.200,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,W,7
5.8,0.200,0.27,1.4,0.031,12,77,0.99050,3.25,0.36,10.9,W,7
5.8,0.200,0.30,1.5,0.031,21,57,0.99115,3.44,0.55,11.0,W,6
5.8,0.200,0.34,1.0,0.035,40,86,0.98993,3.50,0.42,11.7,W,5
5.8,0.210,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,W,8
5.8,0.220,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,W,6
5.8,0.220,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,W,7
5.8,0.220,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,W,6
5.8,0.220,0.30,1.1,0.047,36,131,0.99200,3.26,0.45,10.4,W,5
5.8,0.230,0.20,2.0,0.043,39,154,0.99226,3.21,0.39,10.2,W,6
5.8,0.230,0.21,1.5,0.044,21,110,0.99138,3.30,0.57,11.0,W,6
5.8,0.230,0.27,1.8,0.043,24,69,0.99330,3.38,0.31,9.4,W,6
5.8,0.230,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,W,7
5.8,0.230,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,W,6
5.8,0.240,0.26,10.1,0.039,63,162,0.99375,3.33,0.50,11.2,W,6
5.8,0.240,0.28,1.4,0.038,40,76,0.98711,3.10,0.29,13.9,W,7
5.8,0.240,0.39,1.5,0.054,37,158,0.99320,3.21,0.52,9.3,W,6
5.8,0.240,0.44,3.5,0.029,5,109,0.99130,3.53,0.43,11.7,W,3
5.8,0.250,0.24,13.3,0.044,41,137,0.99720,3.34,0.42,9.5,W,5
5.8,0.250,0.26,13.1,0.051,44,148,0.99720,3.29,0.38,9.3,W,5
5.8,0.250,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,W,5
5.8,0.260,0.18,1.2,0.031,40,114,0.99080,3.42,0.40,11.0,W,7
5.8,0.260,0.18,1.2,0.031,40,114,0.99080,3.42,0.40,11.0,W,7
5.8,0.260,0.24,9.2,0.044,55,152,0.99610,3.31,0.38,9.4,W,5
5.8,0.260,0.24,9.2,0.044,55,152,0.99610,3.31,0.38,9.4,W,5
5.8,0.260,0.29,1.0,0.042,35,101,0.99044,3.36,0.48,11.4,W,7
5.8,0.260,0.30,2.6,0.034,75,129,0.99020,3.20,0.38,11.5,W,4
5.8,0.270,0.20,7.3,0.040,42,145,0.99442,3.15,0.48,9.8,W,5
5.8,0.270,0.20,15.0,0.044,22,179,0.99620,3.37,0.37,10.2,W,5
5.8,0.270,0.22,12.7,0.058,42,206,0.99460,3.32,0.38,12.3,W,6
5.8,0.270,0.26,3.5,0.071,26,69,0.98994,3.10,0.38,11.5,W,6
5.8,0.270,0.27,12.3,0.045,55,170,0.99720,3.28,0.42,9.3,W,6
5.8,0.270,0.40,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,W,6
5.8,0.275,0.30,5.4,0.043,41,149,0.99260,3.33,0.42,10.8,W,7
5.8,0.280,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.6,W,4
5.8,0.280,0.27,2.6,0.054,30,156,0.99140,3.53,0.42,12.4,W,5
5.8,0.280,0.28,4.2,0.044,52,158,0.99200,3.35,0.44,10.7,W,7
5.8,0.280,0.30,1.5,0.026,31,114,0.98952,3.32,0.60,12.5,W,7
5.8,0.280,0.30,3.9,0.026,36,105,0.98963,3.26,0.58,12.8,W,6
5.8,0.280,0.30,3.9,0.026,36,105,0.98963,3.26,0.58,12.8,W,6
5.8,0.280,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,W,8
5.8,0.280,0.34,4.0,0.031,40,99,0.98960,3.39,0.39,12.8,W,7
5.8,0.280,0.35,2.3,0.053,36,114,0.99240,3.28,0.50,10.2,W,4
5.8,0.280,0.66,9.1,0.039,26,159,0.99650,3.66,0.55,10.8,W,5
5.8,0.280,0.66,9.1,0.039,26,159,0.99650,3.66,0.55,10.8,W,5
5.8,0.290,0.05,0.8,0.038,11,30,0.99240,3.36,0.35,9.2,W,5
5.8,0.290,0.15,1.1,0.029,12,83,0.98980,3.30,0.40,11.4,W,6
5.8,0.290,0.21,2.6,0.025,12,120,0.98940,3.39,0.79,14.0,W,7
5.8,0.290,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,W,6
5.8,0.290,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,W,6
5.8,0.290,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,W,6
5.8,0.300,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,W,5
5.8,0.300,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,W,6
5.8,0.300,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,W,6
5.8,0.300,0.27,1.7,0.014,45,104,0.98914,3.40,0.56,12.6,W,7
5.8,0.300,0.33,3.5,0.033,25,116,0.99057,3.20,0.44,11.7,W,6
5.8,0.300,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,W,7
5.8,0.300,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,W,7
5.8,0.300,0.42,1.1,0.036,19,113,0.98871,3.10,0.46,12.6,W,7
5.8,0.310,0.31,7.5,0.052,55,230,0.99490,3.19,0.46,9.8,W,5
5.8,0.310,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,W,7
5.8,0.310,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,W,7
5.8,0.310,0.33,1.2,0.036,23,99,0.99160,3.18,0.60,10.5,W,6
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.40,10.6,W,6
5.8,0.315,0.27,1.6,0.026,15,70,0.98994,3.37,0.40,11.9,W,8
5.8,0.320,0.20,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,W,7
5.8,0.320,0.23,1.5,0.033,39,121,0.98870,2.96,0.35,12.0,W,5
5.8,0.320,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13.0,W,8
5.8,0.320,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13.0,W,8
5.8,0.320,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,W,7
5.8,0.320,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,W,7
5.8,0.320,0.38,4.8,0.033,23,94,0.99100,3.42,0.42,11.8,W,7
5.8,0.320,0.38,4.8,0.033,23,94,0.99100,3.42,0.42,11.8,W,7
5.8,0.330,0.20,16.1,0.047,26,166,0.99760,3.09,0.46,8.9,W,5
5.8,0.330,0.20,16.1,0.047,26,166,0.99760,3.09,0.46,8.9,W,5
5.8,0.330,0.23,5.0,0.053,29,106,0.99458,3.13,0.52,9.0,W,5
5.8,0.330,0.23,5.0,0.053,29,106,0.99458,3.13,0.52,9.0,W,5
5.8,0.335,0.14,5.8,0.046,49,197,0.99370,3.30,0.71,10.3,W,5
5.8,0.340,0.16,7.0,0.037,26,116,0.99490,3.46,0.45,10.0,W,7
5.8,0.340,0.21,6.6,0.040,50,167,0.99410,3.29,0.62,10.0,W,5
5.8,0.340,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,W,5
5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10.0,W,6
5.8,0.350,0.29,3.2,0.034,41,151,0.99120,3.35,0.58,11.6,W,7
5.8,0.360,0.26,3.3,0.038,40,153,0.99110,3.34,0.55,11.3,W,6
5.8,0.360,0.26,3.3,0.038,40,153,0.99110,3.34,0.55,11.3,W,6
5.8,0.360,0.32,1.7,0.033,22,96,0.98980,3.03,0.38,11.2,W,6
5.8,0.360,0.38,0.9,0.037,3,75,0.99040,3.28,0.34,11.4,W,4
5.8,0.360,0.50,1.0,0.127,63,178,0.99212,3.10,0.45,9.7,W,5
